tar_file,sample_id,slice_idx,feature_dice,feature_distance
Water-bilayer-K-6_val_2.tar,43,1,0.12051649928263987,0.8794835007173601
Water-bilayer-K-6_val_2.tar,43,2,0.6476053179561108,0.35239468204388924
Water-bilayer-K-6_val_2.tar,43,3,0.4063375990249848,0.5936624009750152
Water-bilayer-K-6_val_2.tar,43,4,0.3316177052814949,0.6683822947185051
Water-bilayer-K-6_val_2.tar,43,5,0.22927312943330025,0.7707268705666998
Water-bilayer-K-6_val_2.tar,43,6,0.393103448275862,0.606896551724138
Water-bilayer-K-6_val_2.tar,43,7,0.5431332655137334,0.4568667344862666
Water-bilayer-K-6_val_2.tar,43,8,0.5978865406006673,0.40211345939933274
Water-bilayer-K-6_val_2.tar,43,9,0.45089463220675935,0.5491053677932407
Water-bilayer-K-6_val_2.tar,43,10,0.32902033271719033,0.6709796672828097
Water-bilayer-K-6_val_2.tar,43,11,0.4911409858669424,0.5088590141330576
Water-bilayer-K-6_val_2.tar,43,12,0.6055488540410132,0.3944511459589868
Water-bilayer-K-6_val_2.tar,43,13,0.6041990668740279,0.3958009331259721
Water-bilayer-K-6_val_2.tar,43,14,0.5200978678783642,0.4799021321216358
Water-bilayer-K-6_val_2.tar,44,0,0.9408577878103833,0.05914221218961668
Water-bilayer-K-6_val_2.tar,44,1,0.9164334266293479,0.0835665733706521
Water-bilayer-K-6_val_2.tar,44,2,0.6968275862068963,0.30317241379310367
Water-bilayer-K-6_val_2.tar,44,3,0.7804323094425483,0.21956769055745173
Water-bilayer-K-6_val_2.tar,44,4,0.8518353924095634,0.1481646075904366
Water-bilayer-K-6_val_2.tar,44,5,0.6116878123798538,0.3883121876201462
Water-bilayer-K-6_val_2.tar,44,6,0.9222711083176197,0.07772889168238029
Water-bilayer-K-6_val_2.tar,44,7,0.8061119141028287,0.19388808589717133
Water-bilayer-K-6_val_2.tar,44,8,0.6340852130325814,0.36591478696741864
Water-bilayer-K-6_val_2.tar,44,9,0.6023875114784204,0.3976124885215796
Water-bilayer-K-6_val_2.tar,44,10,0.701201201201201,0.298798798798799
Water-bilayer-K-6_val_2.tar,44,11,0.6853541938287699,0.31464580617123006
Water-bilayer-K-6_val_2.tar,44,12,0.5954415954415953,0.40455840455840475
Water-bilayer-K-6_val_2.tar,44,13,0.9155869650569296,0.0844130349430704
Water-bilayer-K-6_val_2.tar,44,14,0.8674890569040985,0.1325109430959015
Water-bilayer-K-6_val_2.tar,45,0,0.7470854151796336,0.25291458482036644
Water-bilayer-K-6_val_2.tar,45,1,0.8281716924748709,0.17182830752512912
Water-bilayer-K-6_val_2.tar,45,2,0.9378489021213248,0.06215109787867523
