tar_file,sample_id,slice_idx,gssim
Water-bilayer-K-1_val_1.tar,24,10,0.05575855554751934
Water-bilayer-K-1_val_1.tar,24,11,0.04711599529288761
Water-bilayer-K-1_val_1.tar,24,12,0.12669251485987187
Water-bilayer-K-1_val_1.tar,24,13,0.19681647272094477
Water-bilayer-K-1_val_1.tar,24,14,0.1688430896959491
Water-bilayer-K-1_val_1.tar,25,0,0.16412542303655234
Water-bilayer-K-1_val_1.tar,25,1,0.20028598456991342
Water-bilayer-K-1_val_1.tar,25,2,0.23545958077953288
Water-bilayer-K-1_val_1.tar,25,3,0.3424055846588299
Water-bilayer-K-1_val_1.tar,25,4,0.5517084985843597
Water-bilayer-K-1_val_1.tar,25,5,0.5363619276225258
Water-bilayer-K-1_val_1.tar,25,6,0.3966263481857082
Water-bilayer-K-1_val_1.tar,25,7,0.2223113262032757
Water-bilayer-K-1_val_1.tar,25,8,0.05374642342740442
Water-bilayer-K-1_val_1.tar,25,9,0.050639554219282734
Water-bilayer-K-1_val_1.tar,25,10,0.04373025697211186
Water-bilayer-K-1_val_1.tar,25,11,0.09896482353756278
Water-bilayer-K-1_val_1.tar,25,12,0.17912221863387523
Water-bilayer-K-1_val_1.tar,25,13,0.1712302675265701
Water-bilayer-K-1_val_1.tar,25,14,0.12512911504474664
Water-bilayer-K-1_val_1.tar,26,0,0.04136431330791557
Water-bilayer-K-1_val_1.tar,26,1,0.03821073408175664
Water-bilayer-K-1_val_1.tar,26,2,0.044564676821179455
Water-bilayer-K-1_val_1.tar,26,3,0.06158236038457181
Water-bilayer-K-1_val_1.tar,26,4,0.10131496525145173
Water-bilayer-K-1_val_1.tar,26,5,0.07611219307616474
Water-bilayer-K-1_val_1.tar,26,6,0.3733247544319247
Water-bilayer-K-1_val_1.tar,26,7,0.4301345468205943
Water-bilayer-K-1_val_1.tar,26,8,0.26149525424784686
Water-bilayer-K-1_val_1.tar,26,9,0.058094356151990385
Water-bilayer-K-1_val_1.tar,26,10,0.04294852879948458
Water-bilayer-K-1_val_1.tar,26,11,0.033697521214721846
Water-bilayer-K-1_val_1.tar,26,12,0.038818287913836944
Water-bilayer-K-1_val_1.tar,26,13,0.04587996950294106
Water-bilayer-K-1_val_1.tar,26,14,0.06389207346974059
Water-bilayer-K-1_val_1.tar,27,0,0.04568435799992762
Water-bilayer-K-1_val_1.tar,27,1,0.21710072270947495
Water-bilayer-K-1_val_1.tar,27,2,0.5356578701061603
Water-bilayer-K-1_val_1.tar,27,3,0.007917112104098711
Water-bilayer-K-1_val_1.tar,27,4,0.006679935760468022
Water-bilayer-K-1_val_1.tar,27,5,0.007106995600586464
Water-bilayer-K-1_val_1.tar,27,6,0.009922059471302681
Water-bilayer-K-1_val_1.tar,27,7,0.007887298432202337
Water-bilayer-K-1_val_1.tar,27,8,0.01011942601549788
Water-bilayer-K-1_val_1.tar,27,9,0.0225624358112246
Water-bilayer-K-1_val_1.tar,27,10,0.29430171295589547
Water-bilayer-K-1_val_1.tar,27,11,0.5737853310370121
Water-bilayer-K-1_val_1.tar,27,12,0.5707094888662145
Water-bilayer-K-1_val_1.tar,27,13,0.5695992007542356
Water-bilayer-K-1_val_1.tar,27,14,0.5763045316243224
Water-bilayer-K-1_val_1.tar,28,0,0.04055572721915986
Water-bilayer-K-1_val_1.tar,28,1,0.03718901745528383
Water-bilayer-K-1_val_1.tar,28,2,0.3771396520938627
Water-bilayer-K-1_val_1.tar,28,3,0.339286727440956
Water-bilayer-K-1_val_1.tar,28,4,0.006905265805434358
Water-bilayer-K-1_val_1.tar,28,5,0.010915954163832923
Water-bilayer-K-1_val_1.tar,28,6,0.010135555280135055
Water-bilayer-K-1_val_1.tar,28,7,0.007672148032116565
Water-bilayer-K-1_val_1.tar,28,8,0.00873855358658589
Water-bilayer-K-1_val_1.tar,28,9,0.033507448421108504
Water-bilayer-K-1_val_1.tar,28,10,0.03180105506588701
Water-bilayer-K-1_val_1.tar,28,11,0.017402541829142144
Water-bilayer-K-1_val_1.tar,28,12,0.035293846881456384
Water-bilayer-K-1_val_1.tar,28,13,0.32509146831169844
